Regions	H3K4me3.bam	
scaffold_1:181641113-181651113	1.0;0.0;1.0;2.0;0.0;2.0;1.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;3.0;1.0;1.0;2.0;0.0;2.0;0.0;3.0;3.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;1.0;4.0;4.0;1.0;2.0;4.0;7.0;10.0;5.0;1.0;2.0;0.0;3.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;3.0;2.0;1.0;0.0;0.0;1.0;0.0	
scaffold_1:181749019-181759019	1.0;0.0;0.0;0.0;2.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;4.0;1.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;3.0;2.0;4.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;4.0;7.0;12.0;10.0;16.0;14.0;11.0;16.0;14.0;13.0;7.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;0.0;3.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0	
scaffold_1:181761671-181771671	0.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;2.0;0.0;1.0;0.0;0.0;2.0;3.0;5.0;5.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;2.0;0.0;0.0;0.0;2.0;1.0;2.0;6.0;2.0;2.0;2.0;2.0;3.0;4.0;12.0;6.0;18.0;21.0;35.0;41.0;53.0;58.0;54.0;43.0;25.0;27.0;25.0;28.0;24.0;8.0;15.0;15.0;17.0;12.0;7.0;4.0;5.0;4.0;5.0;5.0;5.0;1.0;0.0;0.0;2.0;3.0;4.0;1.0;2.0;1.0;1.0;1.0;3.0;2.0;3.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;1.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0	
scaffold_1:182034858-182044858	1.0;1.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;4.0;4.0;5.0;7.0;7.0;12.0;23.0;21.0;22.0;16.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;2.0;0.0;2.0;4.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0	
scaffold_1:182803427-182813427	1.0;1.0;1.0;0.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;3.0;2.0;2.0;2.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;1.0;4.0;2.0;6.0;6.0;8.0;11.0;12.0;12.0;26.0;26.0;15.0;20.0;33.0;58.0;87.0;96.0;62.0;20.0;7.0;44.0;54.0;70.0;63.0;60.0;48.0;42.0;40.0;29.0;34.0;31.0;25.0;29.0;20.0;24.0;18.0;16.0;14.0;9.0;6.0;4.0;4.0;3.0;1.0;3.0;1.0;0.0;1.0;3.0;1.0;1.0;0.0;2.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;4.0;2.0;2.0;1.0;1.0;0.0;0.0	
scaffold_1:182923175-182933175	1.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;2.0;3.0;2.0;0.0;2.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;1.0;6.0;9.0;6.0;5.0;9.0;12.0;13.0;12.0;12.0;3.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:182961354-182971354	1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;2.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;2.0;2.0;1.0;4.0;5.0;13.0;14.0;16.0;16.0;23.0;14.0;6.0;7.0;2.0;1.0;0.0;0.0;0.0;2.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0	
scaffold_1:182982631-182992631	0.0;0.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;1.0;1.0;0.0;1.0;1.0;2.0;1.0;3.0;2.0;1.0;7.0;9.0;20.0;16.0;18.0;22.0;21.0;21.0;30.0;28.0;45.0;43.0;34.0;15.0;3.0;10.0;9.0;11.0;8.0;7.0;7.0;5.0;7.0;6.0;5.0;4.0;4.0;3.0;2.0;0.0;1.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;2.0;2.0;0.0;0.0;0.0;1.0;3.0;2.0;1.0;2.0;4.0;2.0;1.0;0.0;1.0;0.0;0.0	
scaffold_1:183005787-183015787	1.0;0.0;0.0;1.0;2.0;3.0;0.0;1.0;1.0;0.0;1.0;2.0;3.0;2.0;0.0;0.0;1.0;0.0;0.0;1.0;3.0;1.0;3.0;3.0;1.0;2.0;0.0;2.0;3.0;2.0;3.0;0.0;1.0;1.0;1.0;0.0;0.0;2.0;2.0;5.0;6.0;1.0;0.0;4.0;10.0;19.0;33.0;37.0;35.0;22.0;0.0;8.0;23.0;31.0;37.0;20.0;8.0;12.0;9.0;7.0;4.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0	
scaffold_1:183047668-183057668	1.0;0.0;0.0;1.0;1.0;1.0;3.0;4.0;2.0;3.0;0.0;1.0;0.0;0.0;2.0;1.0;1.0;2.0;0.0;2.0;1.0;1.0;2.0;1.0;1.0;2.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;0.0;2.0;1.0;1.0;1.0;1.0;2.0;0.0;1.0;2.0;2.0;2.0;11.0;14.0;29.0;36.0;46.0;55.0;56.0;35.0;16.0;5.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;4.0;1.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;1.0;1.0;3.0;1.0;0.0;1.0;2.0;1.0;3.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;2.0;2.0;0.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;1.0	
scaffold_1:183159686-183169686	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;3.0;2.0;1.0;0.0;3.0;2.0;2.0;2.0;2.0;2.0;1.0;2.0;4.0;2.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;3.0;7.0;6.0;17.0;13.0;11.0;14.0;10.0;8.0;6.0;0.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;2.0;2.0;2.0;1.0;0.0;0.0;1.0;2.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;3.0;2.0;1.0;1.0;1.0;0.0;0.0;1.0	
scaffold_1:183212609-183222609	0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;2.0;0.0;1.0;1.0;3.0;0.0;0.0;0.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;0.0;1.0;2.0;1.0;2.0;1.0;3.0;2.0;10.0;29.0;39.0;48.0;33.0;19.0;12.0;14.0;9.0;13.0;6.0;1.0;2.0;2.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;1.0;2.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;2.0;3.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:183253324-183263324	3.0;1.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;0.0;1.0;0.0;0.0;1.0;0.0;1.0;3.0;2.0;4.0;5.0;2.0;1.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8.0;3.0;0.0;23.0;29.0;29.0;30.0;29.0;33.0;27.0;11.0;7.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0	
scaffold_1:183407920-183417920	1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;3.0;2.0;1.0;1.0;2.0;1.0;5.0;5.0;7.0;14.0;20.0;17.0;17.0;13.0;20.0;40.0;47.0;26.0;17.0;18.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;2.0;1.0;1.0;2.0;2.0;2.0;1.0;2.0;2.0;2.0;2.0;4.0;3.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0	
scaffold_1:183470132-183480132	0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;0.0;2.0;2.0;1.0;0.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;1.0;2.0;2.0;1.0;3.0;2.0;2.0;2.0;4.0;9.0;11.0;25.0;25.0;26.0;27.0;13.0;13.0;15.0;17.0;10.0;2.0;0.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;3.0;2.0;3.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;0.0;1.0;2.0;1.0;0.0;1.0	
scaffold_1:183669172-183679172	1.0;1.0;1.0;1.0;2.0;3.0;5.0;1.0;0.0;1.0;1.0;1.0;3.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;3.0;1.0;0.0;1.0;3.0;5.0;4.0;2.0;3.0;4.0;3.0;1.0;2.0;1.0;2.0;4.0;3.0;5.0;7.0;5.0;7.0;12.0;14.0;20.0;27.0;19.0;9.0;13.0;14.0;7.0;5.0;3.0;0.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;2.0;2.0;1.0;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;4.0;2.0;1.0;2.0;0.0	
scaffold_1:183818289-183828289	0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;3.0;2.0;1.0;1.0;2.0;0.0;3.0;2.0;3.0;0.0;1.0;1.0;2.0;1.0;2.0;1.0;2.0;4.0;5.0;3.0;5.0;8.0;8.0;11.0;13.0;15.0;7.0;12.0;15.0;7.0;11.0;17.0;13.0;5.0;8.0;12.0;13.0;10.0;12.0;6.0;4.0;3.0;5.0;4.0;4.0;5.0;5.0;0.0;1.0;3.0;2.0;2.0;2.0;3.0;3.0;2.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0	
scaffold_1:183872893-183882893	0.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;4.0;1.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;3.0;9.0;23.0;20.0;38.0;46.0;84.0;93.0;98.0;71.0;44.0;25.0;15.0;9.0;7.0;4.0;3.0;2.0;2.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;3.0;2.0;1.0;0.0;0.0;1.0;2.0;3.0;0.0;0.0;1.0;1.0;2.0;3.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0	
scaffold_1:184166625-184176625	2.0;1.0;1.0;2.0;1.0;4.0;2.0;2.0;0.0;1.0;0.0;1.0;1.0;2.0;1.0;0.0;1.0;0.0;0.0;3.0;2.0;2.0;2.0;1.0;1.0;2.0;2.0;2.0;4.0;2.0;2.0;1.0;1.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;2.0;0.0;3.0;2.0;3.0;18.0;33.0;53.0;63.0;24.0;36.0;21.0;21.0;21.0;10.0;9.0;0.0;0.0;2.0;3.0;2.0;1.0;0.0;1.0;0.0;1.0;0.0;3.0;2.0;0.0;2.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;2.0;2.0;0.0;0.0;0.0;1.0	
scaffold_1:184186366-184196366	1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;2.0;2.0;0.0;1.0;3.0;1.0;0.0;1.0;1.0;1.0;2.0;0.0;0.0;2.0;3.0;6.0;16.0;17.0;29.0;28.0;31.0;26.0;25.0;15.0;16.0;16.0;12.0;10.0;5.0;3.0;2.0;3.0;0.0;3.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;4.0;2.0;0.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0	
scaffold_1:184420280-184430280	0.0;1.0;1.0;2.0;2.0;2.0;4.0;3.0;3.0;2.0;0.0;1.0;1.0;0.0;1.0;2.0;1.0;1.0;3.0;0.0;0.0;1.0;2.0;1.0;2.0;0.0;0.0;4.0;1.0;3.0;5.0;3.0;5.0;10.0;10.0;9.0;10.0;7.0;8.0;7.0;6.0;8.0;8.0;10.0;7.0;10.0;12.0;13.0;15.0;15.0;36.0;41.0;33.0;27.0;35.0;57.0;78.0;87.0;82.0;77.0;53.0;46.0;26.0;10.0;8.0;13.0;19.0;24.0;9.0;6.0;5.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;1.0;1.0;3.0;3.0;4.0;0.0;1.0;3.0;1.0;1.0;1.0;2.0;5.0;3.0;4.0;2.0;2.0;0.0;0.0;0.0;1.0	
scaffold_1:184485912-184495912	3.0;1.0;2.0;1.0;3.0;0.0;0.0;2.0;0.0;3.0;1.0;2.0;1.0;2.0;1.0;2.0;2.0;3.0;1.0;0.0;1.0;0.0;0.0;0.0;2.0;0.0;3.0;1.0;0.0;0.0;1.0;2.0;2.0;6.0;3.0;2.0;3.0;2.0;2.0;2.0;1.0;2.0;7.0;5.0;8.0;20.0;22.0;33.0;46.0;50.0;55.0;55.0;43.0;16.0;18.0;14.0;14.0;10.0;4.0;1.0;2.0;4.0;3.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;1.0;1.0;3.0;3.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;0.0;0.0;3.0;1.0;0.0;0.0;2.0;1.0;4.0;1.0;0.0	
scaffold_1:184643077-184653077	0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;0.0;0.0;1.0;2.0;0.0;2.0;0.0;4.0;4.0;0.0;3.0;1.0;1.0;1.0;2.0;0.0;0.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;2.0;1.0;1.0;2.0;1.0;3.0;5.0;1.0;4.0;14.0;8.0;7.0;2.0;7.0;5.0;4.0;4.0;4.0;1.0;3.0;0.0;2.0;1.0;2.0;2.0;2.0;1.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;4.0;4.0;1.0;0.0;2.0;4.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0	
scaffold_1:184695236-184705236	0.0;1.0;0.0;1.0;0.0;1.0;2.0;0.0;1.0;1.0;0.0;3.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;1.0;0.0;1.0;2.0;3.0;1.0;2.0;3.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;4.0;5.0;0.0;2.0;2.0;0.0;0.0;0.0;5.0;12.0;9.0;22.0;26.0;20.0;15.0;6.0;6.0;2.0;1.0;3.0;0.0;1.0;0.0;1.0;2.0;2.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0	
scaffold_1:184704321-184714321	1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;2.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;4.0;5.0;0.0;1.0;10.0;20.0;24.0;25.0;20.0;21.0;22.0;35.0;60.0;75.0;88.0;79.0;83.0;49.0;44.0;33.0;32.0;31.0;20.0;13.0;13.0;2.0;1.0;5.0;4.0;3.0;3.0;2.0;6.0;2.0;3.0;1.0;3.0;2.0;2.0;3.0;5.0;2.0;3.0;1.0;1.0;0.0;2.0;2.0;0.0;1.0;1.0;3.0;3.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;1.0;1.0;2.0;1.0;0.0;0.0	
scaffold_1:184771295-184781295	1.0;1.0;1.0;2.0;2.0;4.0;5.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;1.0;2.0;1.0;0.0;1.0;4.0;4.0;4.0;2.0;1.0;1.0;1.0;1.0;2.0;4.0;1.0;5.0;11.0;6.0;8.0;12.0;14.0;15.0;17.0;14.0;9.0;9.0;13.0;8.0;1.0;2.0;5.0;9.0;6.0;3.0;3.0;2.0;2.0;2.0;1.0;0.0;0.0;2.0;2.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;2.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;1.0;1.0;1.0;1.0;0.0;3.0;2.0;0.0;1.0;0.0;1.0;1.0	
scaffold_1:184943725-184953725	2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;3.0;1.0;2.0;0.0;2.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;3.0;4.0;2.0;2.0;1.0;0.0;4.0;2.0;3.0;3.0;4.0;2.0;2.0;2.0;4.0;5.0;5.0;5.0;6.0;5.0;17.0;25.0;30.0;28.0;30.0;20.0;26.0;22.0;20.0;16.0;14.0;9.0;5.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;1.0;1.0;0.0;3.0;4.0;2.0;2.0;1.0;1.0;2.0;1.0;1.0;1.0;1.0;0.0	
scaffold_1:185086978-185096978	0.0;1.0;0.0;2.0;1.0;2.0;0.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;1.0;1.0;4.0;1.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0;5.0;6.0;5.0;8.0;6.0;14.0;18.0;11.0;6.0;3.0;1.0;2.0;0.0;1.0;3.0;1.0;0.0;3.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;5.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;1.0;1.0;0.0;1.0	
scaffold_1:185143975-185153975	0.0;1.0;1.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;3.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;1.0;3.0;3.0;2.0;2.0;0.0;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;4.0;1.0;0.0;2.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;2.0;2.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;2.0;1.0;0.0;0.0;1.0;1.0;1.0;0.0;1.0;2.0;3.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0	
scaffold_1:185318428-185328428	2.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;2.0;2.0;1.0;1.0;1.0;0.0;2.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;1.0;2.0;0.0;2.0;2.0;1.0;1.0;2.0;0.0;0.0;3.0;1.0;1.0;3.0;2.0;0.0;0.0;1.0;2.0;2.0;4.0;2.0;3.0;3.0;1.0;5.0;9.0;9.0;9.0;19.0;21.0;15.0;5.0;4.0;3.0;4.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;2.0;3.0;2.0;1.0;0.0;1.0;1.0;3.0;2.0;1.0	
scaffold_1:185328654-185338654	1.0;1.0;1.0;1.0;0.0;2.0;2.0;1.0;1.0;0.0;3.0;2.0;2.0;2.0;0.0;0.0;1.0;1.0;3.0;2.0;0.0;0.0;0.0;0.0;1.0;2.0;0.0;3.0;3.0;2.0;0.0;0.0;0.0;1.0;2.0;1.0;2.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;1.0;3.0;5.0;4.0;11.0;15.0;10.0;16.0;6.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.0;0.0;0.0;0.0;2.0;2.0;3.0;1.0;0.0;2.0;3.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;3.0;1.0;0.0;0.0;2.0	
scaffold_1:185615125-185625125	0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;1.0;2.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;1.0;0.0;2.0;2.0;0.0;1.0;2.0;4.0;4.0;4.0;5.0;6.0;9.0;15.0;12.0;10.0;11.0;10.0;9.0;3.0;5.0;6.0;1.0;2.0;1.0;0.0;0.0;0.0;0.0;2.0;3.0;1.0;1.0;0.0;0.0;0.0;2.0;2.0;2.0;2.0;1.0;1.0;1.0;0.0;1.0;3.0;2.0;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0	
scaffold_1:185761868-185771868	0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;2.0;0.0;0.0;2.0;0.0;0.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;1.0;2.0;1.0;3.0;1.0;3.0;2.0;1.0;0.0;0.0;0.0;2.0;0.0;0.0;1.0;0.0;0.0;3.0;3.0;6.0;3.0;6.0;8.0;7.0;21.0;14.0;22.0;14.0;17.0;3.0;4.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;0.0;0.0;1.0;3.0;1.0;1.0;2.0;3.0;2.0;1.0;1.0;0.0;0.0;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0;4.0;2.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0	
